Invoice,StockCode,Description,Quantity,transaction_date,Price,Customer ID,Country,Total_Value
528159,22035,VINTAGE CARAVAN GREETING CARD,12,04/12/2009,0.42,13081,United Kingdom,5.04
534633,90214,"LETTER ""E"" BLING KEY RING",1,17/11/2010,1.25,12573,France,1.25
493962,84612,SET/4 BLACK BAROQUE FLOCK COASTER,2,22/12/2009,2.55,15311,United Kingdom,5.10
497743,72802,ROSE SCENT CANDLE IN JEWELLED BOX,2,17/12/2009,4.25,16895,United Kingdom,8.50
536081,22423,REGENCY CAKESTAND 3 TIER,2,02/03/2010,12.75,15329,United Kingdom,25.50
490685,85049,SCANDINAVIAN REDS RIBBONS,4,06/08/2010,1.25,13206,United Kingdom,5.00
532338,85123,WHITE HANGING HEART T-LIGHT HOLDER,6,05/10/2010,2.95,18050,United Kingdom,17.70
529144,21425,SKULLS STORAGE BOX LARGE,1,29/11/2010,2.95,15773,United Kingdom,2.95
504439,84856,SMALL TAHITI BEACH BAG,1,17/11/2010,4.65,17757,United Kingdom,4.65
497209,85206,PINK FELT EASTER EGG BASKET,2,26/04/2010,1.65,16788,United Kingdom,3.30
501922,22027,TEA PARTY BIRTHDAY CARD,12,09/02/2010,0.42,13151,United Kingdom,5.04
497512,21713,CITRONELLA CANDLE FLOWERPOT,4,08/12/2009,2.10,17201,United Kingdom,8.40
494785,21499,BLUE SPOTS WRAP,50,10/11/2010,0.42,17966,United Kingdom,21.00
498550,82578,KITCHEN METAL SIGN,12,21/10/2010,0.55,12416,Australia,6.60
498964,85194,HANGING SPRING FLOWER EGG LARGE,3,23/11/2010,0.85,15984,United Kingdom,2.55
526426,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,6,08/01/2010,2.10,16036,United Kingdom,12.60
505741,22522,CHILDS GARDEN FORK BLUE,1,12/02/2010,0.85,16984,United Kingdom,0.85
491622,21898,POTTING SHED ROSE CANDLE,2,30/11/2010,2.95,13415,United Kingdom,5.90
498135,84050,PINK HEART SHAPE EGG FRYING PAN,1,07/12/2009,1.65,14911,EIRE,1.65
520340,22089,PAPER BUNTING VINTAGE PAISLEY,6,22/01/2010,2.95,15039,United Kingdom,17.70
503877,22521,CHILDS GARDEN TROWEL PINK,2,11/11/2010,0.85,15005,United Kingdom,1.70
518510,22620,4 TRADITIONAL SPINNING TOPS,12,26/10/2010,1.25,14631,United Kingdom,15.00
529337,84880,WHITE WIRE EGG HOLDER,1,13/04/2010,5.95,16014,United Kingdom,5.95
499665,21383,PACK OF 12 STICKY BUNNIES,12,07/02/2010,0.65,13979,United Kingdom,7.80
501944,47591,PINK FAIRY CAKE CHILD'S APRON,8,14/09/2010,1.95,15732,United Kingdom,15.60
511301,21754,HOME BUILDING BLOCK WORD,1,22/03/2010,5.95,14871,United Kingdom,5.95
496069,21563,RED HEART SHAPE LOVE BUCKET,12,10/02/2010,2.95,13093,United Kingdom,35.40
511051,84482,BUTTONS DESIGN JEWELLERY BOX,1,22/11/2010,3.75,12911,United Kingdom,3.75
532308,22423,REGENCY CAKESTAND 3 TIER,8,18/01/2010,12.75,13267,United Kingdom,102.00
499123,82583,HOT BATHS METAL SIGN,2,21/02/2010,2.10,14556,United Kingdom,4.20
502429,22261,FELT EGG COSY WHITE RABBIT,12,24/02/2010,0.85,12742,United Arab Emirates,10.20
513274,22295,HEART FILIGREE DOVE LARGE,24,04/11/2010,1.65,13715,United Kingdom,39.60
502192,84997,RED 3 PIECE MINI DOTS CUTLERY SET,10,11/10/2010,3.75,14680,United Kingdom,37.50
528342,21557,SET OF 6 FUNKY BEAKERS,6,25/04/2010,2.95,14148,United Kingdom,17.70
493709,17091,LAVENDER INCENSE IN TIN,36,11/12/2009,0.38,17754,United Kingdom,13.68
521473,21826,EIGHT PIECE DINOSAUR SET,3,16/02/2010,1.25,15719,United Kingdom,3.75
511990,22128,PARTY CONES CANDY ASSORTED,6,25/08/2010,1.25,13601,United Kingdom,7.50
504142,21465,PINK FLOWER CROCHET FOOD COVER,1,08/04/2010,3.75,13259,United Kingdom,3.75
512935,22481,BLACK TEA TOWEL CLASSIC DESIGN,4,09/08/2010,1.25,18128,United Kingdom,5.00
508915,85047,WHITE BEADED GARLAND STRING 20LIGHT,4,10/08/2010,6.35,16293,United Kingdom,25.40
503766,21590,KINGS CHOICE CIGAR BOX MATCHES,24,27/10/2010,1.25,16732,United Kingdom,30.00
537051,22188,BLACK HEART CARD HOLDER,1,01/03/2010,3.95,15708,United Kingdom,3.95
508504,20703,BLUE PADDED SOFT MOBILE,3,22/03/2010,4.25,13451,United Kingdom,12.75
536533,22797,CHEST OF DRAWERS GINGHAM HEART,3,12/05/2010,16.95,16955,United Kingdom,50.85
492079,21687,SILVER PLATE CANDLE BOWL LARGE,4,07/06/2010,3.75,15070,United Kingdom,15.00
520561,84580,MOUSE TOY WITH PINK T-SHIRT,4,28/01/2010,3.75,14769,United Kingdom,15.00
500278,21785,RAIN PONCHO,24,06/06/2010,0.85,14852,United Kingdom,20.40
498548,84975,HEART SHAPED MIRROR,6,11/11/2010,1.69,17400,United Kingdom,10.14
532566,21069,VINTAGE BILLBOARD TEA MUG,12,14/06/2010,1.25,14911,EIRE,15.00
533294,22202,MILK PAN PINK POLKADOT,4,24/02/2010,3.75,13081,United Kingdom,15.00
500872,22475,SKULL DESIGN TV DINNER TRAY,2,24/03/2010,4.95,13668,United Kingdom,9.90
513190,85018,S/6 PAPER BOXES ROMANTIC IMAGES,1,08/02/2010,4.25,16894,United Kingdom,4.25
494468,47559,TEA TIME OVEN GLOVE,10,23/06/2010,1.25,13050,United Kingdom,12.50
525232,21478,SILVER SKULL HOT WATER BOTTLE,12,23/03/2010,3.75,17873,United Kingdom,45.00
493435,21507,"ELEPHANT, BIRTHDAY CARD,",12,21/10/2010,0.42,13206,United Kingdom,5.04
512847,22469,HEART OF WICKER SMALL,10,05/01/2010,1.65,18170,United Kingdom,16.50
531335,21531,RED RETROSPOT SUGAR JAM BOWL,1,06/09/2010,2.55,17931,United Kingdom,2.55
521038,22131,FOOD CONTAINER SET 3 LOVE HEART,6,11/06/2010,1.95,12589,France,11.70
527883,22093,MOTORING TISSUE BOX,2,11/04/2010,1.25,17760,United Kingdom,2.50
528912,22079,RIBBON REEL HEARTS DESIGN,1,20/06/2010,1.65,16241,United Kingdom,1.65
534449,21244,BLUE POLKADOT PLATE,2,19/05/2010,1.69,17179,United Kingdom,3.38
531370,22837,HOT WATER BOTTLE BABUSHKA,1,07/04/2010,4.65,16511,United Kingdom,4.65
523592,22809,SET OF 6 T-LIGHTS SANTA,24,05/12/2010,2.95,14060,United Kingdom,70.80
536016,22908,PACK OF 20 NAPKINS RED APPLES,5,16/05/2010,0.85,17315,United Kingdom,4.25
490394,79323,WHITE CHERRY LIGHTS,4,06/12/2010,5.45,17850,United Kingdom,21.80
511669,84050,PINK HEART SHAPE EGG FRYING PAN,4,14/01/2010,1.65,14099,United Kingdom,6.60
490722,21491,SET OF THREE VINTAGE GIFT WRAPS,6,01/12/2010,1.95,16717,United Kingdom,11.70
507129,21718,RED METAL BEACH SPADE,1,15/12/2009,1.25,15860,United Kingdom,1.25
513065,85049,SCANDINAVIAN REDS RIBBONS,1,26/08/2010,1.25,15850,United Kingdom,1.25
531951,21034,REX CASH+CARRY JUMBO SHOPPER,1,05/03/2010,0.95,14577,United Kingdom,0.95
519607,20906,VINTAGE NOTEBOOK BEAUTY GIRL,2,19/02/2010,2.95,14505,United Kingdom,5.90
493834,21534,DAIRY MAID LARGE MILK JUG,1,12/11/2010,4.95,14527,United Kingdom,4.95
522594,85036,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,16/11/2010,4.25,16005,United Kingdom,4.25
495919,72741,GRAND CHOCOLATECANDLE,18,05/10/2010,1.45,16320,Unspecified,26.10
505762,20749,ASSORTED COLOUR MINI CASES,6,10/03/2010,7.95,17093,United Kingdom,47.70
525701,21062,PARTY INVITES SPACEMAN,12,22/06/2010,0.85,16384,United Kingdom,10.20
514293,85152,HAND OVER THE CHOCOLATE SIGN,1,15/12/2009,2.10,18109,United Kingdom,2.10
493139,84971,SMALL HEART FLOWERS HOOK,24,14/01/2010,0.85,15311,United Kingdom,20.40
492827,"21,232.00",STRAWBERRY CERAMIC TRINKET BOX,-1,10/08/2010,1.25,15329,United Kingdom,-1.25
519343,21232,STRAWBERRY CERAMIC TRINKET BOX,12,04/10/2010,1.25,12687,Sweden,15.00
537400,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,04/01/2010,2.95,17191,United Kingdom,5.90
528944,21181,PLEASE ONE PERSON METAL SIGN,24,18/06/2010,2.10,15142,United Kingdom,50.40
521148,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,07/11/2010,1.95,16065,United Kingdom,1.95
508483,21623,VINTAGE UNION JACK MEMOBOARD,1,02/09/2010,9.95,17841,United Kingdom,9.95
514676,21845,DAIRY MAID STRIPE MUG,1,19/10/2010,2.95,14606,United Kingdom,2.95
530288,22631,CIRCUS PARADE LUNCH BOX,1,18/12/2009,1.95,14593,United Kingdom,1.95
500723,"21,533.00",RETRO SPOT LARGE MILK JUG,-2,25/10/2010,4.95,17644,United Kingdom,-9.90
530829,22585,PACK OF 6 BIRDY GIFT TAGS,12,22/11/2010,1.25,14447,United Kingdom,15.00
529813,22862,LOVE HEART NAPKIN BOX,4,07/11/2010,4.25,13888,United Kingdom,17.00
496595,20726,LUNCH BAG WOODLAND,3,23/09/2010,1.65,13042,United Kingdom,4.95
536216,18097,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,29/11/2010,2.55,14390,United Kingdom,15.30
509019,22189,CREAM HEART CARD HOLDER,1,05/12/2009,3.95,13610,United Kingdom,3.95
513196,84029,RED WOOLLY HOTTIE WHITE HEART.,4,09/06/2010,3.75,13539,United Kingdom,15.00
497883,21754,HOME BUILDING BLOCK WORD,3,07/12/2009,5.95,13446,United Kingdom,17.85
495379,84992,72 SWEETHEART FAIRY CAKE CASES,5,22/11/2010,0.55,17611,United Kingdom,2.75
511078,21892,TRADITIONAL WOODEN CATCH CUP GAME,12,06/05/2010,1.25,16497,United Kingdom,15.00
508194,22151,PLACE SETTING WHITE HEART,432,21/06/2010,0.36,14648,United Kingdom,155.52
528633,21821,GLITTER STAR GARLAND WITH BELLS,1,10/11/2010,3.75,13544,United Kingdom,3.75
496308,22332,SKULLS PARTY BAG + STICKER SET,2,18/08/2010,1.65,17625,United Kingdom,3.30
534321,22376,AIRLINE BAG VINTAGE JET SET WHITE,2,07/01/2010,4.25,15039,United Kingdom,8.50
511483,85068,CREAM SWEETHEART SHELF + HOOKS,5,15/09/2010,7.95,15768,United Kingdom,39.75
527387,22111,SCOTTIE DOG HOT WATER BOTTLE,1,27/01/2010,4.95,14877,United Kingdom,4.95
523344,85199,LARGE HANGING IVORY & RED WOOD BIRD,10,09/12/2009,0.65,13031,United Kingdom,6.50
537126,21243,PINK POLKADOT PLATE,1,26/04/2010,1.69,18118,United Kingdom,1.69
526208,21202,DOLLY HONEYCOMB GARLAND,2,06/10/2010,1.65,15418,United Kingdom,3.30
499274,22178,VICTORIAN GLASS HANGING T-LIGHT,5,01/07/2010,1.25,14898,United Kingdom,6.25
513939,22386,JUMBO BAG PINK WITH WHITE SPOTS,10,22/12/2009,1.95,13562,United Kingdom,19.50
514288,22301,COFFEE MUG CAT + BIRD DESIGN,6,02/08/2010,2.55,17176,United Kingdom,15.30
490751,85014,PINK/BROWN DOTS RUFFLED UMBRELLA,12,20/12/2009,5.95,12358,Austria,71.40
537683,20728,LUNCH BAG CARS BLUE,10,16/08/2010,1.65,12921,United Kingdom,16.50
495945,21988,PACK OF 6 SKULL PAPER PLATES,6,06/12/2010,0.85,13758,United Kingdom,5.10
524000,22382,LUNCH BAG SPACEBOY DESIGN,4,25/10/2010,1.65,16794,United Kingdom,6.60
510417,22326,ROUND SNACK BOXES SET OF4 WOODLAND,2,02/09/2010,2.95,14546,United Kingdom,5.90
528615,90082,DIAMANTE BOW BROOCH RED COLOUR,2,16/05/2010,6.35,17231,United Kingdom,12.70
534446,22178,VICTORIAN GLASS HANGING T-LIGHT,48,05/07/2010,1.25,15602,United Kingdom,60.00
523282,84879,ASSORTED COLOUR BIRD ORNAMENT,31,02/11/2010,1.69,17287,United Kingdom,52.39
491736,21114,LAVENDER SCENTED FABRIC HEART,20,24/06/2010,1.25,13013,United Kingdom,25.00
526224,22059,CERAMIC STRAWBERRY DESIGN MUG,2,15/10/2010,1.49,12748,United Kingdom,2.98
494780,85066,CREAM SWEETHEART MINI CHEST,2,29/03/2010,12.75,14442,Channel Islands,25.50
497572,85123,WHITE HANGING HEART T-LIGHT HOLDER,6,09/03/2010,2.95,12747,United Kingdom,17.70
513607,21357,TOAST ITS - DINOSAUR,12,15/10/2010,1.25,13802,United Kingdom,15.00
491809,21519,GIN & TONIC DIET GREETING CARD,12,11/01/2010,0.42,17965,United Kingdom,5.04
512460,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,04/11/2010,0.55,13089,United Kingdom,13.20
524318,22727,ALARM CLOCK BAKELIKE RED,8,31/10/2010,3.39,14298,United Kingdom,27.12
514940,21471,STRAWBERRY RAFFIA FOOD COVER,1,02/02/2010,3.75,16883,United Kingdom,3.75
501426,22087,PAPER BUNTING WHITE LACE,4,30/11/2010,2.95,13983,United Kingdom,11.80
511672,20679,EDWARDIAN PARASOL RED,12,19/05/2010,5.95,17865,United Kingdom,71.40
501010,22374,AIRLINE BAG VINTAGE JET SET RED,3,22/06/2010,6.35,13715,United Kingdom,19.05
500999,21682,LARGE MEDINA STAMPED METAL BOWL,2,11/08/2010,4.95,16933,United Kingdom,9.90
498999,21590,KINGS CHOICE CIGAR BOX MATCHES,2,14/02/2010,1.25,16406,United Kingdom,2.50
493715,22273,FELTCRAFT DOLL MOLLY,1,24/01/2010,2.95,14954,United Kingdom,2.95
523012,22704,WRAP RED APPLES,25,06/06/2010,0.42,17163,United Kingdom,10.50
528366,22726,ALARM CLOCK BAKELIKE GREEN,4,19/04/2010,3.75,14911,EIRE,15.00
498135,22080,RIBBON REEL SPOTS DESIGN,5,13/05/2010,1.65,14911,EIRE,8.25
534003,22585,PACK OF 6 BIRDY GIFT TAGS,7,24/10/2010,1.25,17589,United Kingdom,8.75
526426,90063,WHITE VINT ART DECO CRYSTAL NECKLAC,3,19/04/2010,8.50,16036,United Kingdom,25.50
536152,22469,HEART OF WICKER SMALL,8,31/01/2010,1.65,16223,United Kingdom,13.20
532634,22059,CERAMIC STRAWBERRY DESIGN MUG,12,15/11/2010,1.49,14597,United Kingdom,17.88
521792,22150,3 STRIPEY MICE FELTCRAFT,2,22/11/2010,1.95,17220,United Kingdom,3.90
536833,22334,DINOSAUR PARTY BAG + STICKER SET,8,11/01/2010,1.65,18239,United Kingdom,13.20
535662,20726,LUNCH BAG WOODLAND,1,08/06/2010,1.65,16782,United Kingdom,1.65
535271,84029,RED WOOLLY HOTTIE WHITE HEART.,1,17/10/2010,3.75,15967,United Kingdom,3.75
522977,22585,PACK OF 6 BIRDY GIFT TAGS,2,21/09/2010,1.25,15483,United Kingdom,2.50
523380,"22,138.00",BAKING SET 9 PIECE RETROSPOT,-3,05/12/2010,4.95,15966,United Kingdom,-14.85
518404,82615,PINK MARSHMALLOW SCARF KNITTING KIT,3,10/10/2010,2.95,16115,United Kingdom,8.85
536003,72803,ROSE SCENT CANDLE JEWELLED DRAWER,1,25/02/2010,4.25,16049,United Kingdom,4.25
490011,22189,CREAM HEART CARD HOLDER,4,29/06/2010,3.95,16918,United Kingdom,15.80
535429,22704,WRAP RED APPLES,25,01/07/2010,0.42,16138,United Kingdom,10.50
529810,22386,JUMBO BAG PINK POLKADOT,5,08/12/2009,1.95,16010,United Kingdom,9.75
494798,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,08/12/2010,1.25,17773,United Kingdom,15.00
513632,48111,DOOR MAT 3 SMILEY CATS,2,28/04/2010,7.49,15264,United Kingdom,14.98
522985,21789,KIDS RAIN MAC PINK,24,25/11/2010,0.85,14776,United Kingdom,20.40
491319,21832,CHOCOLATE CALCULATOR,10,27/01/2010,1.65,15882,United Kingdom,16.50
528126,22386,JUMBO BAG PINK POLKADOT,2,26/09/2010,1.95,16797,United Kingdom,3.90
516731,22114,HOT WATER BOTTLE TEA AND SYMPATHY,48,30/05/2010,3.45,16555,United Kingdom,165.60
531960,21488,RED WHITE SCARF HOT WATER BOTTLE,8,22/10/2010,3.95,12876,Belgium,31.60
519932,21770,OPEN CLOSED METAL SIGN,1,25/10/2010,4.95,17231,United Kingdom,4.95
538056,21866,UNION JACK FLAG LUGGAGE TAG,6,22/11/2010,1.25,17198,United Kingdom,7.50
532085,22778,GLASS CLOCHE SMALL,6,21/09/2010,3.95,14031,United Kingdom,23.70
491727,"21,166.00",COOK WITH WINE METAL SIGN,-12,14/12/2009,1.95,12439,Cyprus,-23.40
527462,85144,JARDIN ETCHED GLASS BUTTER DISH,2,10/10/2010,7.25,15261,United Kingdom,14.50
490135,22145,CHRISTMAS CRAFT HEART STOCKING,6,18/01/2010,2.10,16003,United Kingdom,12.60
518681,84356,POMPOM CURTAIN,5,10/02/2010,6.95,17799,United Kingdom,34.75
532993,22667,RECIPE BOX RETROSPOT,6,27/06/2010,2.95,14156,EIRE,17.70
511992,22612,TEA COSY VINTAGE UNION JACK,4,13/01/2010,3.75,17738,United Kingdom,15.00
499683,21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,12,14/12/2009,2.95,16705,United Kingdom,35.40
537405,21479,WHITE SKULL HOT WATER BOTTLE,2,16/06/2010,3.75,17841,United Kingdom,7.50
532091,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,28/09/2010,1.65,17218,United Kingdom,3.30
502838,22468,BABUSHKA LIGHTS STRING OF 10,1,07/12/2009,6.75,16784,United Kingdom,6.75
506976,22536,MAGIC DRAWING SLATE PURDEY,48,07/07/2010,0.42,18041,United Kingdom,20.16
530998,20712,JUMBO BAG WOODLAND ANIMALS,3,07/12/2009,1.95,15034,United Kingdom,5.85
502826,21035,SET/2 RED SPOTTY TEA TOWELS,10,29/11/2010,2.95,17920,United Kingdom,29.50
527244,21098,CHRISTMAS TOILET ROLL,1,04/06/2010,1.25,15957,United Kingdom,1.25
504907,21932,SCANDINAVIAN PAISLEY PICNIC BAG,6,10/05/2010,2.55,17850,United Kingdom,15.30
530335,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,19/04/2010,0.55,17841,United Kingdom,0.55
494239,21533,RETRO SPOT LARGE MILK JUG,2,16/03/2010,4.95,14081,United Kingdom,9.90
521188,84581,DOG TOY WITH PINK CROCHET SKIRT,4,17/11/2010,3.75,16225,United Kingdom,15.00
516920,21123,SET/10 IVORY SPOTTY PARTY CANDLES,24,09/06/2010,1.25,14092,United Kingdom,30.00
512056,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,11/03/2010,1.45,13001,United Kingdom,17.40
514108,84879,ASSORTED COLOUR BIRD ORNAMENT,16,11/03/2010,1.69,13756,United Kingdom,27.04
509133,22489,PACK OF 12 TRADITIONAL CRAYONS,2,24/02/2010,0.42,14527,United Kingdom,0.84
530180,21731,RED TOADSTOOL LED NIGHT LIGHT,24,05/01/2010,1.65,12483,Sweden,39.60
505087,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,14/09/2010,1.06,17850,United Kingdom,12.72
497880,21232,STRAWBERRY CERAMIC TRINKET BOX,12,14/12/2009,1.25,16560,United Kingdom,15.00
514145,"22,220.00",CAKE STAND LOVEBIRD 2 TIER WHITE,-2,20/09/2010,9.95,13920,United Kingdom,-19.90
492407,21027,NINJA RABBIT PINK,2,13/10/2010,1.25,15750,United Kingdom,2.50
518275,22508,DOORSTOP RETROSPOT HEART,4,10/03/2010,3.75,14209,United Kingdom,15.00
506715,84839,SWEETHEART KEY CABINET,20,21/10/2010,5.55,13113,United Kingdom,111.00
489593,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,16/02/2010,8.50,12836,United Kingdom,17.00
518415,22469,HEART OF WICKER SMALL,12,29/07/2010,1.65,15262,United Kingdom,19.80
492680,21698,MOCK LOBSTER FRIDGE MAGNET,1,19/11/2010,0.85,14606,United Kingdom,0.85
532129,22727,ALARM CLOCK BAKELIKE RED,8,26/10/2010,3.75,13418,United Kingdom,30.00
505315,84970,SINGLE HEART ZINC T-LIGHT HOLDER,4,11/10/2010,0.95,15311,United Kingdom,3.80
492593,35633,BLUE TINSEL GARLAND,1,30/11/2010,0.19,15917,United Kingdom,0.19
511734,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,12/11/2010,1.25,17158,United Kingdom,15.00
502419,84880,WHITE WIRE EGG HOLDER,2,14/07/2010,5.95,16300,United Kingdom,11.90
511650,22499,WOODEN UNION JACK BUNTING,6,08/09/2010,5.95,14230,United Kingdom,35.70
499060,"21,527.00",RETRO SPOT TRADITIONAL TEAPOT,-1,02/12/2010,6.95,14590,United Kingdom,-6.95
529314,21121,SET/10 RED POLKADOT PARTY CANDLES,48,28/11/2010,1.25,14744,United Kingdom,60.00
519917,72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,5,25/11/2010,3.75,15555,United Kingdom,18.75
521786,84879,ASSORTED COLOUR BIRD ORNAMENT,160,19/09/2010,1.45,15793,United Kingdom,232.00
501320,21210,SET OF 72 RETRO SPOT PAPER DOILIES,12,21/09/2010,1.45,15123,United Kingdom,17.40
511059,22470,HEART OF WICKER LARGE,9,08/08/2010,2.95,16466,United Kingdom,26.55
537809,21624,VINTAGE UNION JACK DOORSTOP,3,29/11/2010,5.95,14217,United Kingdom,17.85
501853,21224,SET/4 SKULL BADGES,1,03/12/2009,1.25,16782,United Kingdom,1.25
505082,20728,LUNCH BAG CARS BLUE,10,26/11/2010,1.65,13995,United Kingdom,16.50
518064,72801,S/4 SKY BLUE DINNER CANDLES,1,31/10/2010,1.25,17841,United Kingdom,1.25
500587,71038,WHITE HANGING BEADS CANDLE HOLDER,4,18/01/2010,5.45,17138,United Kingdom,21.80
497351,22066,LOVE HEART TRINKET POT,2,13/01/2010,1.45,15892,United Kingdom,2.90
532120,85118,HEART T-LIGHT HOLDER,48,14/11/2010,0.38,15138,United Kingdom,18.24
512132,22487,WHITE WOOD GARDEN PLANT LADDER,4,27/06/2010,8.50,13799,United Kingdom,34.00
515480,84627,CANDY STRIPE ROSE C/COVER,8,19/09/2010,5.95,17340,United Kingdom,47.60
